Waf: Entering directory `/home/sonika/Desktop/ns-allinone-3.19/ns-3.19/build'
Waf: Leaving directory `/home/sonika/Desktop/ns-allinone-3.19/ns-3.19/build'
'build' finished successfully (1.548s)
1	536
1.00919	1072
1.01511	1608
1.02163	2144
1.02995	2680
1.03827	3216
1.04659	3752
1.05491	4288
1.06323	4824
1.07155	5360
1.07987	5896
1.08819	6432
1.09651	6968
1.10483	7504
1.11315	8040
1.12147	8576
1.12979	9112
RxDrop at 1.13692
1.13811	9648
1.15475	2900
1.15563	3436
1.15974	1292
1.15974	1514
1.16468	1703
1.17227	1871
1.18059	2024
1.18891	2165
1.19723	2297
1.20555	2422
1.21387	2540
1.22219	2653
1.23051	2761
1.23883	2865
1.24715	2965
1.25547	3061
1.26379	3154
1.27211	3245
1.28043	3333
1.28875	3419
1.29707	3503
1.30539	3585
1.31371	3665
1.32203	3743
1.33035	3819
1.33867	3894
1.34699	3967
1.35531	4039
1.36363	4110
1.37195	4179
1.38027	4247
1.38859	4314
1.39691	4380
RxDrop at 1.40316
1.41267	4445
1.42187	2900
1.42686	1292
1.42686	1514
1.43272	1703
RxDrop at 1.43652
1.44595	1871
1.64595	536
1.65094	1072
1.65686	1340
1.66278	1554
1.66869	1738
1.67461	1903
1.6796	2053
1.6846	2192
1.68959	2323
1.69144	2446
1.6955	2563
1.69735	2675
1.70142	2782
1.70327	2885
1.70734	2984
1.70919	3080
1.71233	3173
1.71418	3263
1.71732	3351
1.71917	3436
1.72102	3519
1.72324	3600
1.72509	3679
1.72694	3757
1.72916	3833
1.731	3907
1.73285	3980
1.7347	4052
1.73655	4122
1.7384	4191
1.74025	4259
1.7421	4326
1.74395	4392
1.7458	4457
1.74765	4521
1.7495	4584
1.75122	4646
1.75467	4707
1.76299	4768
1.77131	4828
1.77963	4887
1.78795	4945
1.79627	5003
1.80459	5060
1.81291	5116
1.82123	5172
1.82955	5227
1.83787	5281
1.84619	5335
1.85451	5388
1.86283	5441
1.87115	5493
1.87947	5545
1.88779	5596
1.89611	5647
1.90443	5697
1.91275	5747
1.92107	5796
1.92939	5845
1.93771	5894
1.94603	5942
1.95435	5990
1.96267	6037
1.97099	6084
1.97931	6131
1.98763	6177
1.99595	6223
2.00427	6269
2.01259	6314
2.02091	6359
2.02923	6404
2.03755	6448
2.04587	6492
2.05419	6536
2.06251	6579
2.07083	6622
2.07915	6665
2.08747	6708
2.09579	6750
2.10411	6792
2.11243	6834
2.12075	6876
2.12907	6917
2.13739	6958
2.14571	6999
2.15403	7040
2.16235	7080
2.17067	7120
2.17899	7160
2.18731	7200
2.19563	7239
2.20395	7278
2.21227	7317
2.22059	7356
2.22891	7395
2.23723	7433
2.24555	7471
2.25387	7509
2.26219	7547
2.27051	7585
2.27883	7622
2.28715	7659
2.29547	7696
2.30379	7733
2.31211	7770
2.32043	7806
2.32875	7842
2.33707	7878
2.34539	7914
2.35371	7950
2.36203	7986
2.37035	8021
2.37867	8056
2.38699	8091
2.39531	8126
2.40363	8161
2.41195	8196
2.42027	8231
2.42859	8265
2.43691	8299
2.44523	8333
2.45355	8367
2.46187	8401
2.47019	8435
2.47851	8469
2.48683	8502
2.49515	8535
2.50347	8568
2.51179	8601
2.52011	8634
2.52843	8667
RxDrop at 2.5338
RxDrop at 2.543
2.55251	3168
2.55339	3704
2.5575	2128
2.5575	2664
2.56083	3200
2.56244	3736
2.56337	1560
2.56337	1744
2.57003	1908
2.57835	2058
2.58667	2197
2.59499	2327
2.60331	2450
RxDrop at 2.60868
2.61995	2680
2.62494	1072
2.62494	1340
2.62988	1554
2.63659	1738
2.64491	1903
2.65323	2053
2.66155	2192
2.66987	2323
2.67819	2446
2.68651	2563
2.69483	2675
2.70315	2782
2.71147	2885
2.71979	2984
2.72811	3080
2.73643	3173
2.74475	3263
2.75307	3351
2.76139	3436
2.76971	3519
2.77803	3600
2.78635	3679
2.79467	3757
2.80299	3833
2.81131	3907
2.81963	3980
2.82795	4052
2.83627	4122
2.84459	4191
2.85291	4259
2.86123	4326
2.86955	4392
2.87787	4457
2.88619	4521
2.89451	4584
2.90283	4646
2.91115	4707
2.91947	4768
2.92779	4828
2.93611	4887
2.94443	4945
2.95275	5003
2.96107	5060
2.96939	5116
2.97771	5172
2.98603	5227
2.99435	5281
3.00267	5335
3.01099	5388
3.01931	5441
3.02763	5493
3.03595	5545
3.04427	5596
3.05259	5647
3.06091	5697
3.06923	5747
3.07755	5796
3.08587	5845
3.09419	5894
3.10251	5942
3.11083	5990
3.11915	6037
3.12747	6084
3.13579	6131
3.14411	6177
3.15243	6223
3.16075	6269
3.16907	6314
3.17739	6359
3.18571	6404
3.19403	6448
3.20235	6492
3.21067	6536
3.21899	6579
3.22731	6622
3.23563	6665
3.24395	6708
3.25227	6750
3.26059	6792
