Waf: Entering directory `/home/sonika/Desktop/ns-allinone-3.19/ns-3.19/build'
Waf: Leaving directory `/home/sonika/Desktop/ns-allinone-3.19/ns-3.19/build'
'build' finished successfully (1.536s)
1	536
1.05846	1072
1.10947	1608
1.16048	2144
1.20224	2680
1.22074	3216
1.25325	3752
1.27174	4288
1.28666	4824
1.308	5360
1.34128	5896
1.37456	6432
1.40784	6968
1.44112	7504
1.4744	8040
1.50768	8576
1.54096	9112
1.57424	9648
1.60752	10184
1.6408	10720
1.67408	11256
1.70736	11792
1.74064	12328
1.77392	12864
1.8072	13400
1.84048	13936
1.87376	14472
1.90704	15008
1.94032	15544
1.9736	16080
2.00688	16616
2.04016	17152
2.07344	17688
2.10672	18224
2.14	18760
2.17328	19296
2.20656	19832
2.23984	20368
2.27312	20904
2.3064	21440
2.33968	21976
2.37296	22512
2.40624	23048
2.43952	23584
2.4728	24120
2.50608	24656
2.53936	25192
2.57264	25728
2.60592	26264
2.6392	26800
2.67248	27336
2.70576	27872
2.73904	28408
2.77232	28944
2.8056	29480
2.83888	30016
2.87216	30552
2.90544	31088
2.93872	31624
2.972	32160
3.00528	32696
3.03856	33232
3.07184	33768
3.10512	34304
3.1384	34840
3.17168	35376
3.20496	35912
3.23824	36448
3.27152	36984
3.3048	37520
3.33808	38056
3.37136	38592
3.40464	39128
3.43792	39664
3.4712	40200
3.50448	40736
3.53776	41272
3.57104	41808
3.60432	42344
3.6376	42880
3.67088	43416
3.70416	43952
3.73744	44488
3.77072	45024
3.804	45560
3.83728	46096
3.87056	46632
3.90384	47168
3.93712	47704
3.9704	48240
4.00368	48776
4.03696	49312
4.07024	49848
4.10352	50384
4.1368	50920
4.17008	51456
4.20336	51992
4.23664	52528
4.26992	53064
4.3032	53600
4.33648	54136
4.36976	54672
4.40304	55208
4.43632	55744
4.4696	56280
4.50288	56816
4.53616	57352
4.56944	57888
4.60272	58424
4.636	58960
4.66928	59496
4.70256	60032
4.73584	60568
4.76912	61104
4.8024	61640
4.83568	62176
4.86896	62712
4.90224	63248
4.93552	63784
4.9688	64320
5.00208	64856
5.03536	65392
5.06864	65928
5.10192	65932
5.1352	65936
5.16848	65940
5.20176	65944
5.23504	65948
5.26832	65952
5.3016	65956
5.33488	65960
5.36816	65964
5.40144	65968
5.43472	65972
5.468	65976
5.50128	65980
5.53456	65984
5.56784	65988
5.60112	65992
5.6344	65996
5.66768	66000
5.70096	66004
5.73424	66008
5.76752	66012
5.8008	66016
5.83408	66020
5.86736	66024
5.90064	66028
5.93392	66032
5.9672	66036
6.00048	66040
6.03376	66044
6.06704	66048
6.10032	66052
6.1336	66056
6.16688	66060
6.20016	66064
6.23344	66068
6.26672	66072
6.3	66076
6.33328	66080
6.36656	66084
6.39984	66088
6.43312	66092
6.4664	66096
6.49968	66100
6.53296	66104
6.56624	66108
6.59952	66112
6.6328	66116
6.66608	66120
6.69936	66124
